名称,法人,注册资本,注册时间,电话,souji1,邮箱,统一信用代码,企业类型,行业,注册地址,经营范围,省份,城市,区
海宁昇茂针织有限公司,孙涛,200万元人民币,2016/12/26,13567362011,,,91330481MA28B43U3F,有限责任公司(自然人投资或控股),纺织业,海宁市马桥街道经编园区十路32号二楼,纬编布、经编布、针纺织品、服装、手套、鞋帽制造、加工；纺织面料、服装辅料、手套、鞋帽、床上用品、革皮批发。,浙江,嘉兴市,海宁市
嘉兴威旺金属制品有限公司,宋雄威,500万元人民币,2017/2/8,13356060581,0573-37850446；,,91330402MA28BDNA17,有限责任公司(自然人投资或控股),零售业,浙江省嘉兴市南湖区工业园区大桥镇顺风路(嘉兴市华泰管件有限公司内2幢101),金属制品、不锈钢制品的销售；铝合金门窗、铝合金葡萄架、铝合金护栏、铝合金凉亭、铝合金花箱、木质葡萄架、木质凉亭、木质花箱的制造、安装。,浙江,嘉兴市,南湖区
南京东方怡华科技有限公司,于康,1000万元人民币,1999/1/26,025-68036182,13770348720；13705177778；025-68739638；,1007625505@qq.com,913201027041522640,有限责任公司(自然人独资),批发业,玄武区珠江路688号1-01幢1410室,电子计算机及配件、通信器材、文化办公用品、化妆品、百货、保温材料、汽摩配件、五金交电、机电产品、消防器材、矿产品、焦炭、金属材料、木材、燃料油、化工产品的销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口商品和技术的除外）；投资管理、资产管理；经济信息咨询；机械设备的设计、咨询、安装、维修服务及工程管理服务；软件开发；安防设备销售、安装、维护；计算机及电子产品的技术开发、技术咨询、技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,玄武区
兴化市佳盛纺织机械有限公司,李加华,500万元人民币,2014/12/1,15896066895,15896066805； 0523-83901158；,,91321281323948875X,有限责任公司(自然人独资),制造业,兴化市戴南镇裴马工业区,"纺织机械及其配件加工、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",江苏省,泰州市,兴化市
宁波奉化惠宏服饰有限公司,应宏波,300万元人民币,2012/12/6,13857802217,0574-88564199；,,913302830582569149,有限责任公司(自然人投资或控股),制造业,浙江省宁波市奉化区经济开发区汇盛路288号,服装、服饰制造、加工。,浙江,宁波市,奉化区
苏州国致优精工科技有限公司,张俊梅,120万元人民币,2014-4-15,13914062279,；,714738137@qq.com,91320506093494950T,有限责任公司(自然人投资或控股),专用设备制造业 ,苏州市吴中区胥口镇长安路88号,研发、生产、销售：机械设备及配件、五金、模具及配件、治具、机电五金、童车、电器配件、电子元件；销售：包装辅料、塑料制品、电子产品；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,吴中区
南京拓弥自动化设备有限公司,冉冉,500万元人民币,2017/5/15,18606196502,,3485146063@qq.com,91320118MA1P0H5U5F,有限责任公司(自然人投资或控股),批发业,南京市高淳区经济开发区双高路168号14幢(阳江工业园),工业自动化设备、工业机器人集成；工装夹具、真空搬运机、助力机械手、仪表仪器、机械设备的设计、研发、制造、销售、安装、维修保养及技术咨询服务；通讯器材、办公用品、金属材料、建筑材料、电气设备、五金交电、橡胶制品、塑料制品、电线电缆、气动液压原件、起重机设备及组件、电子元器件销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止的进出口商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,高淳区
海宁市艾克洛经编配件有限公司,左勤峰,200万元人民币,2007/1/29,13305739868,0573-87989550；13750732161；0573-87985751；15067336041；,815522751@qq.com,91330481798569983P,有限责任公司(自然人投资或控股),专用设备制造业 ,嘉兴市海宁市浙江海宁经编产业园区经编十路37号四楼(自主申报),经编机械配件、橡胶制品、塑料制品制造、加工；纺织原料（不含鲜茧和籽棉）、纺织助剂（不含危险化学品、易制毒化学品和化学试剂等）、纺织面料、经编机械设备、纺织机械设备、橡胶制品生产专用设备批发、零售；经营本企业自产产品的出口业务和本企业所需的机械设备、原辅材料、零配件及技术的进口业务（国家禁止或限制的除外，涉及前置审批的除外）,浙江,嘉兴市,海宁市
杭州晨悦网络科技有限公司,王天鑫,300万元人民币,2017/8/3,18668190167,13157125625；,,91330101MA28WHE75M,有限责任公司(自然人投资或控股),科技推广和应用服务业,浙江省杭州经济技术开发区杭州东部国际商务中心2幢803室,技术开发、技术服务、技术咨询、成果转让：网络信息技术，计算机软硬件，电子产品；服务：文化创意策划，图文设计，网页设计，动画设计，漫画设计，广告设计，制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧；网上批发、零售：图书、期刊、音像制品、工艺美术品，文化用品，办公用品，音响器材，体育用品，化妆品（除分装），家具，服饰，母婴用品（除奶粉），包装材料，电子产品，数码产品，日用百货，通讯器材（除国家专控），计算机软硬件。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,江干区
苏州亚玛顿精密机械有限公司,王秀龙,100万元人民币,2013-1-21,13862175511,13862175511；0512-66955359；,2834264157@qq.com,91320506061805654F,有限责任公司(自然人投资或控股),通用设备制造业,苏州市吴中区木渎镇金枫南路1328号,"研发、生产、销售:机械设备及配件、自动化设备及配件、模具及配件、工装夹具、治具、五金;钣金件加工;销售:广告器材、塑胶制品、橡胶制品、电子产品及元器件、金属及非金属材料、建筑材料、非危险化工产品、劳保用品、办公用品、文化用品、日用百货、工艺品;自营和代理各类商品及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",江苏,苏州市,吴中区
杭州赛霏科技有限公司,郑永杰,300万元人民币,2014/6/17,0571-56899149,13777478579；13750863289；,475365839@qq.com,91330106396312173X,有限责任公司(自然人投资或控股),批发业,浙江省杭州市西湖区文三路369号(杭州高新电脑数码市场T3号),服务：计算机软硬件、通讯设备、电子产品的技术开发、技术服务，电脑、家用电器、家具、办公自动化设备的维修（限现场，涉及资质证凭证经营）；批发、零售：电子元器件，电子计算机及配件，电子产品（除专控），办公用品，监控设备，安防设备，家用电器，家具，服装，日用百货，消防设备，五金交电，劳保用品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,西湖区
睢宁胡国家具有限公司,仝川,200万元人民币,2017/4/24,13952250057,,854184563@qq.com,91320324MA1NUAE770,有限责任公司(自然人独资),家具制造业 ,睢宁县高作镇姚绳村姚庄组34号,家具生产、销售；办公用品、纺织品、针织品、服装、鞋帽、小饰品、工艺品（国家专营除外）、家用电器、通讯设备（地面卫星接收设备及无线电发射设备除外）、日用百货、电子产品、汽车用品、建材、装饰材料（危险品除外）、文具用品、体育用品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,睢宁县
海宁图崴家纺有限公司,孟华牛,500万元人民币,2013-5-11,13968191907,0573-87903981；18069677258；0573-87903975；18069677239；,1621561727@qq.com,91330481068384047D,有限责任公司(自然人投资或控股),纺织业,浙江省海宁市许村镇许巷路19号,针织布、纺织布、其他纺织制成品制造、加工；纺织品转移印花、后整理加工（不含印染、水洗）；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务（国家禁止或限制外，涉及前置审批的除外）,浙江,嘉兴市,海宁市
徐州浦丰机械设备有限公司,盛兴华,520万元人民币,2017/4/10,15252009028,15150029899；13852103103；,,91320303MA1NQATU9A,有限责任公司(自然人独资),批发业,徐州市云龙区世茂广场商业外街6、SOHO3、SOHO4幢2单元325号,工程用机械设备、矿山用机械设备、叉车及配件、压缩机、泵、五金产品、电子产品、五金工具、教学仪器、一类医疗器械、实验室设备销售、维修；汽车用装饰品、汽车及配件、轮胎、润滑油、蓄电池、办公用品、计算机耗材、个人职业安全防护用品销售；机械设备租赁；自营和代理各类商品及技术的进出口业务（国家限定经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,云龙区
苏州普拉米精密机械有限公司,杜惠芸,110万元人民币,2012-9-19,13962150292,0512-68138732；18136088768；15962251211；,leogusz@qq.com,91320506053531403Q,有限责任公司(自然人投资或控股),金属制品业 ,苏州市吴中区木渎镇金桥开发区(东侧),研发、生产、加工、销售：机械设备及配件、轴承、五金、金属制品；销售：服装服饰、电子产品、建材；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,吴中区
杭州中彬网络科技有限公司,张仁鑫,1000万元人民币,2017/9/28,18621102775,18967799870；,1290003982@qq.com,91330106MA2AXA5768,有限责任公司(自然人投资或控股),软件和信息技术服务业,浙江省杭州市拱墅区万达商业中心3幢3单元1417室,网络信息技术、计算机软硬件的技术开发、技术服务、技术咨询、成果转让；经济信息咨询；商务信息咨询（除中介）；企业管理咨询；房地产信息咨询；财务咨询；投资管理、投资咨询（除证券、期货）（以上项目除证券、期货，未经金融等监管部门批准，不得从事向公众融资存款、融资担保、代客理财等金融服务）；汽车相关事务代理；室内外装饰设计；企业营销策划；计算机系统集成。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,拱墅区
江苏辽鑫建筑工程有限公司,赵柄鑫,1000万元人民币,2017/8/9,13921569516,18851276988；13305195517；,abcliuxianjun@163.com,91320118MA1Q28M05F,有限责任公司(自然人投资或控股),土木工程建筑业,南京市高淳区古柏街道韩村集镇243号,房屋建筑工程施工；建筑装饰装修工程、建筑工程、建筑智能化工程设计、施工；机电设备安装；水暖电工程安装；预应力工程专业施工；地基与基础工程专业施工；钢结构工程专业施工；土石方工程专业施工；防腐保温工程专业施工；市政工程专业施工；预拌商品混凝土；建设工程专业施工；园林绿化工程施工；电梯安装工程专业施工；照明工程专业施工；建筑劳务分包；货物运输代理；金属材料、建筑材料、机电设备、空调设备、机械设备、五金交电、阀门、管道管件、家用电器、家居用品、卫生洁具、包装材料销售；工程机械的销售和租赁服务；工程机械维修；钢板,江苏,南京市,高淳区
南京国浩环保科技有限公司,张浩,1000万元人民币,2016/7/26,13951618342,025-52733456；,36040469@qq.COM,91320115MA1MQETR45,有限责任公司(自然人独资),专用设备制造业 ,南京市江宁区横溪街道陶吴工业集中区石坝路8号,环保技术、复合材料技术研发；机械设备、模具、玻璃钢制品、玻璃纤维制品、塑料制品及原辅材料制造、销售；环保工程、泥浆污水处理工程、保温防腐工程施工；建筑材料、装饰材料销售；计算机软件开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,江宁区
江苏上谷印象信息科技有限公司,刘超,2000万元人民币,2016/7/20,15366207231,,,91320508MA1MQ6XW9F,,,,,,,
杭州绝尘士科技有限公司,胡慧星,200万元人民币,2014/3/12,13857129049,13968053419；,,91330110093312088W,有限责任公司(自然人投资或控股),其他制造业,浙江省杭州市余杭区星桥街道星桥北路173号1幢809室,防护用品、包装制品生产、加工。  研发：计算机软、硬件；批发，零售：口罩、包装制品、塑料制品、防护用品、服装面料及辅料、日用百货、办公用品、卫生用品、医疗器械（限一类、二类）、纸制品、鞋帽、箱包、家用电器。,浙江,杭州市,余杭区
苏州金必达机电科技有限公司,孙强升,600万元人民币,2015-6-24,15962262902,0512-68074121；13776007866；18913128397；15962247808；,yx781018@126.com,913205943461553339,有限责任公司(自然人独资),研究和试验发展,苏州工业园区唯亭双马街126号,研发、销售：机电设备、电子测试治具、电源电路板及周边耗材、工装夹具、治具、自动化及非标设备；销售：精密测试仪器及工量器具、金属材料及制品、电子五金电器及配件、电线电缆测试线及连接器、机械设备及配件耗材、无尘耗材、防静电仪器仪表及耗材、工具、包装材料、劳保用品、办公用品；提供机电设备、电子产品、工控产品的维修服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,苏州工业园区
苏州普立曼塑料贸易有限公司,高玉,100万元人民币,2011-9-14,15262544058,13862318313；13862320686；0512-52478492；,evan_kao@163.com,9132058158229313XW,有限责任公司(自然人独资),,常熟市辛庄镇双浜村,塑料原料、塑料制品、玻璃纤维、塑料机械及配件、纺织品原料（不含棉花、蚕茧）销售；从事货物及技术进出口业务，但国家限定公司经营或禁止进出口的商品及技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,常熟市
徐州安翔建筑工程机械设备有限公司,庄焕洋,200万元人民币,2017/4/24,13914831576,13905223920；,,91320382MA1NUCUX7Y,有限责任公司(自然人独资),租赁业,邳州市运河镇民主路北侧1幢103室,建筑工程机械与设备租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,邳州市
南京启越机电设备有限公司,孙静国,510万元人民币,2014/10/24,13305170326,025-86430462；15190472980；,324019393@qq.com,913201153023856471,有限责任公司(自然人投资或控股),其他制造业,南京市江宁区秣陵街道苏源大道98号,自动化设备设计，生产，销售，维修，技术咨询；计算机软硬件及耗材、机械设备及配件、液压气动元件、仪器仪表、金属材料、非金属材料、化工产品、日用百货、五金机电、家用电器、文化用品、服装、通讯器材销售；自营和代理各类商品和技术的进出口业务。（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,江宁区
南京博开捷信息技术有限公司,王剑,500万元人民币,2017/3/3,13951812869,13951805260；,bowmaninfo@qq.com,91320105MA1NGJXF1L,有限责任公司(自然人投资或控股),信息传输、软件和信息技术服务业,南京市建邺区应天大街772号7幢206室,计算机软硬件研发、销售、技术服务；信息系统集成服务；通讯设备（不含电视广播、卫星接收设施）、电力设备及配件研发、销售、技术服务；光电产品、仪器仪表、机电设备、安防设备、建筑材料、照明设备销售；建筑安装工程设计、施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,建邺区
江苏骐壮智能装备有限公司,李和勤,1000万美元,2015/6/4,13852444034,13852444031；15852278688；18905212216；,2851513168@qq.com,91320301322175815B,有限责任公司(台港澳自然人独资),通用设备制造业,徐州经济技术开发区徐庄镇王桥村,智能装备技术研发、技术服务、制造及销售；工业机器人、智能机器人、液压设备、船用甲板机械、设计、制造、安装、调试、销售及技术服务；信息技术的技术咨询、技术服务；软件开发、销售及售后服务；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,徐州经济技术开发区
南京天利建筑工程有限公司,张之杰,300万元人民币,2016/11/23,13913923580,,516721047@qq.com,91320114MA1N0RJ98D,有限责任公司(自然人投资或控股),土木工程建筑业,南京市雨花台区凤台南路168号润桥二期二楼3D-009号,建筑工程、装饰工程、消防工程、幕墙工程、土石方工程、园林绿化工程设计、施工；提供劳务服务；建筑材料、石材、装饰材料、水暖器材、电力设备、电线电缆销售；物业管理；水电安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动。),江苏,南京市,雨花台区
杭州船帆科技有限公司,王圣常,480万元人民币,2017/7/24,15384036142,13252111888；,,91330109MA28W81D7T,有限责任公司(自然人独资),零售业,浙江省杭州市萧山区宁围街道钱江世纪城宝盛世纪中心A楼1109室(托管563),计算机软硬件的技术开发、技术服务、成果转让；制作、代理、发布国内广告（除网络广告）；室内装潢设计；网上销售：建筑材料、日用百货、办公用品**（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,萧山区
南京宏士德信息技术有限公司,王东双,200万元人民币,2017/6/29,18351937500,,,91320106MA1PAEM12H,有限责任公司(自然人投资或控股),软件和信息技术服务业,南京市鼓楼区中山路55号A3112,信息技术研发；计算机系统集成；计算机软件及辅助设备销售、安装；图文设计、制作；网上销售服装、鞋帽、体育用品、化妆品、饰品、针纺织品、家用电器、日用百货、家具、玩具、文化用品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,鼓楼区
苏州璞乐晟精密科技有限公司,刘振书,500万元人民币,2018-1-19,13913537428,,roger.liu@ks-wonderful.com,91320506MA1UXT523K,有限责任公司(自然人投资或控股),通用设备制造业,苏州市吴中区胥口镇古村路99号,研发、加工、生产、销售：精密机械设备、模具、夹治具、五金、金属制品、塑胶制品；销售：电子产品、电器、包装材料；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,吴中区
徐州喜林建设工程有限公司,胡林,1007万元人民币,2017/3/10,15852039326,,547109927@qq.com,91320300MA1NJ2236C,有限责任公司(自然人独资),房屋建筑业,徐州市鼓楼区君盛广场3幢1单元1621号,房屋建筑工程、地基与基础工程、土石方工程、水利工程、隧道工程、铁路工程、防腐保温工程、市政工程、园林绿化工程、室内外装饰工程、管道工程、水电安装工程施工；空调设备、机电设备安装；建筑劳务分包、钢材、建材、五金产品、电气设备、电子产品销售；国内货运代理服务；建筑工程用机械设备销售、租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,鼓楼区
江苏强盛工程机械有限公司,戴继强,1000万元人民币,2017/4/19,13852055375,18552822219；,13852055375@qq.com,91320324MA1NTC6F1Y,有限责任公司(自然人独资),租赁业,睢宁县经济开发区104国道东侧车管所一站式综合服务楼501室,工程机械、汽车、模具租赁；机械零配件销售；土石方工程施工；水利水电工程、基础工程、公路工程施工；土地平整；停车服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,睢宁县
南京鹏艾建筑科技有限公司,俞仁惠,200万元人民币,2016/11/15,18913917213,025-86695321；,,91320413MA1MYW0J7R,有限责任公司(自然人投资或控股),研究和试验发展,南京市雨花台区民和路12号5幢6室,建筑智能化系统研发、销售及售后服务；建筑装璜工程、建筑幕墙工程、建筑智能化工程、建筑安装工程、消防工程、园林绿化工程、监控系统工程设计、施工；钢结构安装；机电设备安装；监控设备销售及售后服务；工艺品设计、销售；建筑材料、装潢材料、金属材料、木材、五金、家用电器、电动工具、纺织品、日用百货、消防器材、电线电缆、水暖器材、劳保用品、家具销售；公关礼仪服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,雨花台区
连云港康伟新材料科技有限公司,惠永刚,600万元人民币,2014/10/8,13805135068,13805435068；,632507845@qq.com,91320706313971879N,有限责任公司(自然人投资或控股),建筑业,连云港市海州区板浦镇新区大道2号,土壤固化剂产品研发及销售；地基与基础工程、建筑装饰工程、土石方工程、道路工程施工；机械设备租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,江苏,连云港市,海州区
南京正领汽车科技有限公司,於勇杰,1000万元人民币,2017/8/7,18061475010,18962190404；,daisyzhao33@163.com,91320111MA1Q1UUHXR,有限责任公司(自然人投资或控股),研究和试验发展,南京市高淳区经济开发区秀山路77号,汽车科技开发；汽车配件、电子产品、模具、橡胶制品、塑料制品、五金工具、机械设备及备件制造、加工、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,高淳区
苏州易思达环保科技有限公司,刘飙,300万元人民币,2012-3-27,13915549585,；,2430607455@QQ.COM,91320506592562858D,有限责任公司(自然人独资),计算机、通信和其他电子设备制造业,苏州市吴中区郭巷街道东环南路999号2幢2336-3室,危险化学品经营（按许可证所列项目和方式经营）。环保设备的研发生产、销售；电子材料的研发、销售；销售：非危险性化工产品；环境保护的技术咨询与技术服务；环保设备的安装及售后服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,吴中区
天长市天泰光电科技有限公司,缪凤玲,1000万元人民币,2008-12-11,13955075728,0550-7091048；0550-2383655；0550-7093066；,810353524@qq.com,9134118168209500XQ,有限责任公司(自然人投资或控股),专用设备制造业 ,安徽省天长市天扬路南侧,发光二极管、太阳能电池片、LED节能灯具、不锈钢制品、压铸铝制品、防护用品（涉及行政许可的凭有效许可证经营）、口罩（非医用）、劳保用品、医疗器械（涉及行政许可的凭有效许可证经营）、消毒用品（不含危险化学品，凭有效许可证经营）、熔喷布、无纺布生产、销售；五金交电配件、路灯配件销售；市政道路照明设备安装、维护服务（凭有效资质经营）；自营或代理各类商品和技术的进出口业务（国家限制公司经营或禁止进出口的商品和技术除外）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,安徽,滁州市,天长市
苏州晟农电子有限公司,郭永军,1000万元人民币,2012-8-30,13962162244,18913136201；,18913136201@163.com,91320505051898965F,有限责任公司(自然人投资或控股),电气机械和器材制造业 ,苏州市高新区滨河路588号2幢B816室,加工、销售：电子元器件、电子模块、集成电路及提供与产品相关的安装、租赁、维修服务；销售：办公用品、五金工具、通讯器材、劳保用品、建筑材料；回收、销售、维修：废旧机电设备、废旧金属材料；商务信息咨询服务、投资咨询服务；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,虎丘区
南京金利达机电设备有限公司,陈建武,508万元人民币,1999/1/13,025-52613902,15850621281；13801585021；18652096397；,121854797@qq.com,9132010413516116XD,有限责任公司(自然人投资或控股),批发业,南京市秦淮区春光里70号101室,一般项目：配电开关控制设备销售；电力电子元器件销售；智能输配电及控制设备销售；五金产品批发；电线、电缆经营；建筑装饰材料销售；金属材料销售；仪器仪表销售；电气机械设备销售；仓储设备租赁服务；五金产品零售；劳动保护用品销售；化工产品销售（不含许可类化工产品）；办公用品销售；普通机械设备安装服务；电气设备修理；通用设备修理；家具安装和维修服务；住宅水电安装维护服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,江苏,南京市,秦淮区
连云港德初商贸有限公司,刘苏杰,500万元人民币,2017/4/19,18896565589,,1124233468@qq.com,91320722MA1NTEMQ9C,有限责任公司(自然人独资),批发业,连云港市东海县牛山镇水晶汇四层406号,电子产品、机械设备、五金交电、摄影器材、化妆品、日用百货、办公用品、体育用品、服装、鞋帽、针纺织品、家具、家用电器、水晶、水晶制品及其他珠宝首饰、装潢装饰材料、钟表、眼镜(不含隐形眼镜）、玩具、通讯器材（不含卫星接收设备）、水果、蔬菜、饲料、花卉、工艺礼品、汽车、摩托车配件、仪器仪表、橱具、洁具、陶瓷制品、橡胶及塑料制品批发、零售；摄影服务；普通货物仓储服务；网络技术开发、技术咨询、技术服务、技术转让、技术培训；软件开发、软件设计；家电安装、维修；自营和代理各类商品和技术的进出口业务（国家限制企业经营或禁,江苏,连云港市,东海县
昆山冉腾印刷设备有限公司,吴茂闯,500万元人民币,2016/9/22,0512-55237937,15995832382；0512-55257937；,,91320583MA1MUP0J6W,,,,,,,
浙江掌政通科技发展集团有限公司,嵇明,5000万元人民币,2017/6/16,13306531402,18058581555；,,91330109MA28U3691L,有限责任公司(自然人投资或控股),零售业,浙江省杭州市萧山区杭州空港经济区保税路西侧保税大厦687室,计算机软硬件、网络信息技术、系统集成技术开发及服务，技术转让，技术咨询；计算机数据处理，网络技术开发，软件设计开发，文化创意策划，设计、制作、代理、发布国内广告（除网络广告），会务服务，批发、零售：电子产品、电子元器件、计算机软硬件；通讯设备研发与销售；日用百货、服装、化妆品（除分装）、工艺美术品、文化办公用品的销售；摄影、摄像服务，视频制作；货物及技术进出口；其他无需报经审批的一切合法项目**（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,萧山区
杭州明营网络有限公司,吕明营,200万元人民币,2004/11/2,13018957378,,63872493@qq.com,913301037544334785,有限责任公司(自然人投资或控股),科技推广和应用服务业,浙江省杭州市上城区日信国际商业中心1233室,服务：网络技术、计算机软硬件的技术开发、技术服务，室内外装饰工程，园林绿化工程，土木工程，城市生活垃圾经营性清扫、收集、运输；货运：普通货运，文化艺术策划（除演出中介），商务信息咨询（除商品中介），教育信息咨询（除留学中介），国内旅游业务，出境旅游业务，入境旅游业务，成年人的非证书劳动职业技能培训（涉及前置审批的项目除外）；批发、零售：计算机软硬件，家具，石材，木材，钢材；货物及技术进出口（法律、行政法规禁止经营的项目除外，法律、行政法规限制经营的项目取得许可后方可经营）。（依法须经批准的项目，经相关部门,浙江,杭州市,上城区
徐州腾达包装制品有限公司,陈保合,200万元人民币,2016/1/6,0516-89716295,13914811332；,13914811332@163.com,91320322MA1ME3DE05,有限责任公司(自然人独资),批发业,沛县鹿楼镇黄楼村,塑料包装箱及容器、塑料零件和其他塑料制品、纺织品、针织品及原料、五金产品、其他机械设备及电子产品、建材、金属及金属矿销售，包装服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,沛县
江苏象帮建筑工程有限公司,衡强国,1000万元人民币,2017/10/10,025-85731911,18651896808；,792534629@qq.com,91320116MA1R9EN66M,有限责任公司(自然人投资或控股),建筑安装业,南京市鼓楼区集庆门大街268号2幢2614室,建筑工程、室内外装饰工程、市政工程、园林绿化工程、亮化工程、土石方工程、道路工程、防水工程、钢结构工程、防腐保温工程、幕墙工程设计、施工；水电安装；普通管道安装；机电设备安装；工程机械租赁；建筑材料、装饰材料、金属材料、五金、交电、劳保用品销售；提供劳务、装卸、搬运服务；设计、制作、代理、发布国内各类广告；标识系统的设计、制作、安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,鼓楼区
杭州天鹿峰科技有限公司,王晓黎,500万元人民币,2011/8/15,0571-88109294,18658897565；13575463606；,974126558@QQ.COM,9133010058026217XB,有限责任公司(自然人投资或控股),批发业,浙江省杭州市余杭区临平街道兴国路502号1幢215室,服务：建筑劳务分包，环境保护技术、生物技术、电子产品的技术开发，机电设备安装与维修，室内装饰工程，国内广告设计、制作；批发、零售：建筑材料，化工产品（除化学危险品及易制毒化学品），机电设备，家电，五金，工艺美术品，日用百货，医疗器械一类，计算机软硬件，汽车配件；货物进出口（法律、行政法规禁止的项目除外，法律、行政法规限制的项目取得许可后方可经营）；其他无需报经审批的一切合法项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,余杭区
连云港广运装饰工程有限公司,赵听听,600万元人民币,2017/4/24,18905124999,15996134379；,971905228@qq.com,91320722MA1NUADW5H,有限责任公司(自然人独资),土木工程建筑业,连云港市东海县李埝乡洪夏路,室内外装饰工程、建筑工程、土石方工程、园林绿化工程、市政工程、房屋保温与防水工程、室内水电安装工程、安防工程、亮化工程设计、施工；室内外装饰工程技术咨询服务；建筑材料、五金交电、家具、金属材料、塑料制品批发、零售；可再生资源回收(不含固体废弃物、不含报废汽车、不含危险废物等需经许可或备案事项）。；交通及公共管理用标牌销售；交通及公共管理用金属标牌制造；照明器具制造；广告制作；普通机械设备安装服务；安防设备制造；专用设备制造（不含许可类专业设备制造）（依法须经批准的项目，经相关部门批准后方可开展经营活动）*,江苏,连云港市,东海县
苏州伊兰特服饰有限公司,朱彩玲,100万元人民币,2013-4-11,15850056620,13801543100；13401461518；0512-66383202；,602470930@qq.com,91320506066221893X,有限责任公司(自然人独资),纺织服装、服饰业,苏州市吴中区胥口镇灵山路738号,设计、生产、加工、销售：服装服饰、绣花织品；销售：日用百货、鞋帽、箱包、玩具、针纺织品、通讯设备及配件、办公用品、体育用品、家用电器、塑料制品、工艺品、电子设备、健身器材、机械设备、木制品、纸制品、非危险化工产品。自营和代理各类商品及及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,吴中区
浙江安吉天电安全防护用品有限公司,何成良,10800万元人民币,2007-7-18,13957272277,13587271871；0572-5076958；13905820210；13905820212；,,9133052367255222XG,有限责任公司(自然人独资),皮革、毛皮、羽毛及其制品和制鞋业,浙江省湖州市安吉县报福工业园,绝缘鞋及安全防护用品生产、销售；绝缘耐油皮鞋、防静电皮鞋、保护足趾防护皮鞋、皮革制品、鞋底、防阻燃工作服、防静电工作服、防护服、帽、手套、雨衣、绝缘雨靴、线材、体育用品、针纺织品、五金交电、日用百货、办公用品、电脑及耗材、灯具、家用电器、竹纤维制品、仪器仪表、电力器材、电子产品、通讯设备、建材（除砂石）批发、零售，特种劳动防护用品生产、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,湖州市,安吉县
